instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_FO|62398,62398,NIFTY2632422350PE,NIFTY,0.0,2026-03-24,22350.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62396,62396,NIFTY2632422300PE,NIFTY,0.0,2026-03-24,22300.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62397,62397,NIFTY2632422350CE,NIFTY,0.0,2026-03-24,22350.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62394,62394,NIFTY2632422250PE,NIFTY,0.0,2026-03-24,22250.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62395,62395,NIFTY2632422300CE,NIFTY,0.0,2026-03-24,22300.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62392,62392,NIFTY2632422200PE,NIFTY,0.0,2026-03-24,22200.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62393,62393,NIFTY2632422250CE,NIFTY,0.0,2026-03-24,22250.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62387,62387,NIFTY2632422200CE,NIFTY,0.0,2026-03-24,22200.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62385,62385,NIFTY2632422150CE,NIFTY,0.0,2026-03-24,22150.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62386,62386,NIFTY2632422150PE,NIFTY,0.0,2026-03-24,22150.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62361,62361,NIFTY2632421650CE,NIFTY,0.0,2026-03-24,21650.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62362,62362,NIFTY2632421650PE,NIFTY,0.0,2026-03-24,21650.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62360,62360,NIFTY2632421600PE,NIFTY,0.0,2026-03-24,21600.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62359,62359,NIFTY2632421600CE,NIFTY,0.0,2026-03-24,21600.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62349,62349,NIFTY2632421550PE,NIFTY,0.0,2026-03-24,21550.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62347,62347,NIFTY2632421500PE,NIFTY,0.0,2026-03-24,21500.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62348,62348,NIFTY2632421550CE,NIFTY,0.0,2026-03-24,21550.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62345,62345,NIFTY2632421450PE,NIFTY,0.0,2026-03-24,21450.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62346,62346,NIFTY2632421500CE,NIFTY,0.0,2026-03-24,21500.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62344,62344,NIFTY2632421450CE,NIFTY,0.0,2026-03-24,21450.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62383,62383,NIFTY2632422100CE,NIFTY,0.0,2026-03-24,22100.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62384,62384,NIFTY2632422100PE,NIFTY,0.0,2026-03-24,22100.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62381,62381,NIFTY2632422050CE,NIFTY,0.0,2026-03-24,22050.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62382,62382,NIFTY2632422050PE,NIFTY,0.0,2026-03-24,22050.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62380,62380,NIFTY2632422000PE,NIFTY,0.0,2026-03-24,22000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62378,62378,NIFTY2632421950PE,NIFTY,0.0,2026-03-24,21950.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62379,62379,NIFTY2632422000CE,NIFTY,0.0,2026-03-24,22000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62376,62376,NIFTY2632421900PE,NIFTY,0.0,2026-03-24,21900.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62377,62377,NIFTY2632421950CE,NIFTY,0.0,2026-03-24,21950.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62374,62374,NIFTY2632421850PE,NIFTY,0.0,2026-03-24,21850.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62375,62375,NIFTY2632421900CE,NIFTY,0.0,2026-03-24,21900.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62372,62372,NIFTY2632421800PE,NIFTY,0.0,2026-03-24,21800.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62373,62373,NIFTY2632421850CE,NIFTY,0.0,2026-03-24,21850.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62370,62370,NIFTY2632421750PE,NIFTY,0.0,2026-03-24,21750.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62371,62371,NIFTY2632421800CE,NIFTY,0.0,2026-03-24,21800.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62367,62367,NIFTY2632421750CE,NIFTY,0.0,2026-03-24,21750.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62366,62366,NIFTY2632421700PE,NIFTY,0.0,2026-03-24,21700.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62363,62363,NIFTY2632421700CE,NIFTY,0.0,2026-03-24,21700.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62959,62959,NIFTY2632427300PE,NIFTY,1467.1,2026-03-24,27300.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62958,62958,NIFTY2632427300CE,NIFTY,5.35,2026-03-24,27300.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62956,62956,NIFTY26MAR31000CE,NIFTY,1.5,2026-03-30,31000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62955,62955,NIFTY26MAR30000PE,NIFTY,5819.85,2026-03-30,30000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62943,62943,NIFTY2632427250PE,NIFTY,1423.05,2026-03-24,27250.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62942,62942,NIFTY2632427250CE,NIFTY,6.45,2026-03-24,27250.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62941,62941,NIFTY2632427200PE,NIFTY,1379.45,2026-03-24,27200.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62940,62940,NIFTY2632427200CE,NIFTY,5.95,2026-03-24,27200.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62971,62971,NIFTY2632427400PE,NIFTY,1556.35,2026-03-24,27400.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62970,62970,NIFTY2632427400CE,NIFTY,5.5,2026-03-24,27400.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62964,62964,NIFTY26MAR31000PE,NIFTY,6900.0,2026-03-30,31000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62963,62963,NIFTY2632427350PE,NIFTY,1511.55,2026-03-24,27350.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62962,62962,NIFTY2632427350CE,NIFTY,5.3,2026-03-24,27350.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62919,62919,NIFTY26MAR21000PE,NIFTY,57.3,2026-03-30,21000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62918,62918,NIFTY26MAR21000CE,NIFTY,3180.3,2026-03-30,21000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62917,62917,NIFTY26MAR20000PE,NIFTY,29.8,2026-03-30,20000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62916,62916,NIFTY26MAR20000CE,NIFTY,4114.7,2026-03-30,20000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62915,62915,NIFTY26MAR19000PE,NIFTY,16.3,2026-03-30,19000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62914,62914,NIFTY26MAR19000CE,NIFTY,5113.1,2026-03-30,19000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62939,62939,NIFTY2632427150PE,NIFTY,1336.2,2026-03-24,27150.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62938,62938,NIFTY2632427150CE,NIFTY,5.3,2026-03-24,27150.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62937,62937,NIFTY26MAR30000CE,NIFTY,2.05,2026-03-30,30000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62936,62936,NIFTY26MAR29000PE,NIFTY,4826.4,2026-03-30,29000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62935,62935,NIFTY26MAR29000CE,NIFTY,3.2,2026-03-30,29000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62934,62934,NIFTY2632427100PE,NIFTY,1293.45,2026-03-24,27100.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62933,62933,NIFTY26MAR28000PE,NIFTY,3831.35,2026-03-30,28000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62932,62932,NIFTY26MAR28000CE,NIFTY,5.1,2026-03-30,28000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62931,62931,NIFTY26MAR27000PE,NIFTY,2844.7,2026-03-30,27000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62930,62930,NIFTY26MAR27000CE,NIFTY,9.35,2026-03-30,27000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62929,62929,NIFTY26MAR26000PE,NIFTY,1865.0,2026-03-30,26000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62928,62928,NIFTY26MAR26000CE,NIFTY,26.85,2026-03-30,26000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62927,62927,NIFTY26MAR25000PE,NIFTY,1016.5,2026-03-30,25000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62926,62926,NIFTY26MAR25000CE,NIFTY,172.75,2026-03-30,25000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62925,62925,NIFTY26MAR24000PE,NIFTY,509.5,2026-03-30,24000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62924,62924,NIFTY26MAR24000CE,NIFTY,651.95,2026-03-30,24000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62923,62923,NIFTY26MAR23000PE,NIFTY,249.45,2026-03-30,23000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62922,62922,NIFTY26MAR23000CE,NIFTY,1377.45,2026-03-30,23000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62921,62921,NIFTY26MAR22000PE,NIFTY,119.05,2026-03-30,22000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62920,62920,NIFTY26MAR22000CE,NIFTY,2245.55,2026-03-30,22000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62985,62985,NIFTY2632427550PE,NIFTY,1692.8,2026-03-24,27550.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62984,62984,NIFTY2632427550CE,NIFTY,4.15,2026-03-24,27550.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62983,62983,NIFTY2632427500PE,NIFTY,1647.0,2026-03-24,27500.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62982,62982,NIFTY2632427500CE,NIFTY,4.9,2026-03-24,27500.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62981,62981,NIFTY2632427450PE,NIFTY,1601.5,2026-03-24,27450.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62980,62980,NIFTY2632427450CE,NIFTY,5.2,2026-03-24,27450.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|37810,37810,NIFTY26DEC23000PE,NIFTY,648.1,2026-12-29,23000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|37806,37806,NIFTY26DEC23000CE,NIFTY,2860.05,2026-12-29,23000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|37805,37805,NIFTY26JUN23000PE,NIFTY,459.05,2026-06-30,23000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|37802,37802,NIFTY26JUN13000PE,NIFTY,17.5,2026-06-30,13000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62839,62839,NIFTY2632426200CE,NIFTY,13.0,2026-03-24,26200.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62838,62838,NIFTY2632426150PE,NIFTY,595.1,2026-03-24,26150.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62830,62830,NIFTY2632426150CE,NIFTY,12.6,2026-03-24,26150.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62827,62827,NIFTY2632426100PE,NIFTY,1665.45,2026-03-24,26100.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62826,62826,NIFTY2632426100CE,NIFTY,14.6,2026-03-24,26100.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62825,62825,NIFTY2632426050PE,NIFTY,2068.5,2026-03-24,26050.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62859,62859,NIFTY2632426500PE,NIFTY,1950.3,2026-03-24,26500.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62858,62858,NIFTY2632426500CE,NIFTY,8.9,2026-03-24,26500.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62855,62855,NIFTY2632426450PE,NIFTY,788.3,2026-03-24,26450.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62854,62854,NIFTY2632426450CE,NIFTY,8.9,2026-03-24,26450.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62853,62853,NIFTY2632426400PE,NIFTY,754.1,2026-03-24,26400.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62852,62852,NIFTY2632426400CE,NIFTY,10.0,2026-03-24,26400.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62851,62851,NIFTY2632426350PE,NIFTY,720.7,2026-03-24,26350.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62850,62850,NIFTY2632426350CE,NIFTY,10.75,2026-03-24,26350.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62849,62849,NIFTY2632426300PE,NIFTY,688.1,2026-03-24,26300.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62848,62848,NIFTY2632426300CE,NIFTY,10.75,2026-03-24,26300.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62842,62842,NIFTY2632426250PE,NIFTY,656.3,2026-03-24,26250.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62841,62841,NIFTY2632426250CE,NIFTY,12.75,2026-03-24,26250.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62840,62840,NIFTY2632426200PE,NIFTY,600.0,2026-03-24,26200.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62816,62816,NIFTY2632426050CE,NIFTY,15.5,2026-03-24,26050.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62813,62813,NIFTY2632426000PE,NIFTY,1856.6,2026-03-24,26000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62812,62812,NIFTY2632426000CE,NIFTY,17.05,2026-03-24,26000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62811,62811,NIFTY2632425950PE,NIFTY,655.0,2026-03-24,25950.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62810,62810,NIFTY2632425950CE,NIFTY,18.2,2026-03-24,25950.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62807,62807,NIFTY2632425900PE,NIFTY,1960.0,2026-03-24,25900.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62806,62806,NIFTY2632425900CE,NIFTY,20.5,2026-03-24,25900.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62803,62803,NIFTY2632425850PE,NIFTY,1964.0,2026-03-24,25850.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62802,62802,NIFTY2632425850CE,NIFTY,21.35,2026-03-24,25850.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62878,62878,NIFTY2632426900PE,NIFTY,1127.3,2026-03-24,26900.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62875,62875,NIFTY2632426900CE,NIFTY,7.65,2026-03-24,26900.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62874,62874,NIFTY2632426850PE,NIFTY,1087.15,2026-03-24,26850.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62873,62873,NIFTY2632426850CE,NIFTY,7.45,2026-03-24,26850.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62872,62872,NIFTY2632426800PE,NIFTY,1047.55,2026-03-24,26800.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62871,62871,NIFTY2632426800CE,NIFTY,7.85,2026-03-24,26800.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62869,62869,NIFTY2632426750PE,NIFTY,1008.55,2026-03-24,26750.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62868,62868,NIFTY2632426750CE,NIFTY,8.4,2026-03-24,26750.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62867,62867,NIFTY2632426700PE,NIFTY,1128.25,2026-03-24,26700.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62866,62866,NIFTY2632426700CE,NIFTY,7.8,2026-03-24,26700.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62865,62865,NIFTY2632426650PE,NIFTY,933.4,2026-03-24,26650.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62864,62864,NIFTY2632426650CE,NIFTY,7.9,2026-03-24,26650.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62863,62863,NIFTY2632426600PE,NIFTY,895.2,2026-03-24,26600.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62862,62862,NIFTY2632426600CE,NIFTY,8.4,2026-03-24,26600.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62861,62861,NIFTY2632426550PE,NIFTY,2580.75,2026-03-24,26550.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62860,62860,NIFTY2632426550CE,NIFTY,8.3,2026-03-24,26550.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62886,62886,NIFTY2632427100CE,NIFTY,6.6,2026-03-24,27100.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62885,62885,NIFTY2632427050PE,NIFTY,1251.15,2026-03-24,27050.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62884,62884,NIFTY2632427050CE,NIFTY,6.2,2026-03-24,27050.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62883,62883,NIFTY2632427000PE,NIFTY,2280.0,2026-03-24,27000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62882,62882,NIFTY2632427000CE,NIFTY,6.9,2026-03-24,27000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62881,62881,NIFTY2632426950PE,NIFTY,1168.05,2026-03-24,26950.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62880,62880,NIFTY2632426950CE,NIFTY,6.95,2026-03-24,26950.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62719,62719,NIFTY2632425200PE,NIFTY,1150.0,2026-03-24,25200.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62718,62718,NIFTY2632425200CE,NIFTY,86.85,2026-03-24,25200.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62717,62717,NIFTY2632425150PE,NIFTY,1317.35,2026-03-24,25150.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62716,62716,NIFTY2632425150CE,NIFTY,98.05,2026-03-24,25150.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62715,62715,NIFTY2632425100PE,NIFTY,1084.3,2026-03-24,25100.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62714,62714,NIFTY2632425100CE,NIFTY,107.55,2026-03-24,25100.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62713,62713,NIFTY2632425050PE,NIFTY,1216.2,2026-03-24,25050.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62712,62712,NIFTY2632425050CE,NIFTY,119.55,2026-03-24,25050.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62711,62711,NIFTY2632425000PE,NIFTY,1021.65,2026-03-24,25000.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62710,62710,NIFTY2632425000CE,NIFTY,131.65,2026-03-24,25000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62707,62707,NIFTY2632424950PE,NIFTY,961.2,2026-03-24,24950.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62706,62706,NIFTY2632424950CE,NIFTY,146.65,2026-03-24,24950.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62739,62739,NIFTY2632425350CE,NIFTY,66.45,2026-03-24,25350.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62738,62738,NIFTY2632425300PE,NIFTY,1228.6,2026-03-24,25300.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62737,62737,NIFTY2632425300CE,NIFTY,71.05,2026-03-24,25300.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62732,62732,NIFTY2632425250PE,NIFTY,1498.3,2026-03-24,25250.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62731,62731,NIFTY2632425250CE,NIFTY,78.85,2026-03-24,25250.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|37799,37799,NIFTY26JUN23000CE,NIFTY,1936.15,2026-06-30,23000.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62797,62797,NIFTY2632425800PE,NIFTY,1753.95,2026-03-24,25800.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62795,62795,NIFTY2632425800CE,NIFTY,23.05,2026-03-24,25800.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62794,62794,NIFTY2632425750PE,NIFTY,1873.0,2026-03-24,25750.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62793,62793,NIFTY2632425750CE,NIFTY,26.6,2026-03-24,25750.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62792,62792,NIFTY2632425700PE,NIFTY,1578.35,2026-03-24,25700.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62791,62791,NIFTY2632425700CE,NIFTY,29.3,2026-03-24,25700.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62790,62790,NIFTY2632425650PE,NIFTY,855.0,2026-03-24,25650.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62789,62789,NIFTY2632425650CE,NIFTY,33.5,2026-03-24,25650.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62745,62745,NIFTY2632425400CE,NIFTY,57.4,2026-03-24,25400.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62744,62744,NIFTY2632425350PE,NIFTY,1273.0,2026-03-24,25350.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62777,62777,NIFTY2632425600PE,NIFTY,1544.1,2026-03-24,25600.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62773,62773,NIFTY2632425600CE,NIFTY,36.7,2026-03-24,25600.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62772,62772,NIFTY2632425550PE,NIFTY,1600.0,2026-03-24,25550.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62771,62771,NIFTY2632425550CE,NIFTY,43.05,2026-03-24,25550.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62766,62766,NIFTY2632425500PE,NIFTY,1407.45,2026-03-24,25500.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62765,62765,NIFTY2632425500CE,NIFTY,46.2,2026-03-24,25500.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62764,62764,NIFTY2632425450PE,NIFTY,1550.0,2026-03-24,25450.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62763,62763,NIFTY2632425450CE,NIFTY,53.15,2026-03-24,25450.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62762,62762,NIFTY2632425400PE,NIFTY,1320.5,2026-03-24,25400.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62619,62619,NIFTY2632423900PE,NIFTY,432.55,2026-03-24,23900.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62618,62618,NIFTY2632423900CE,NIFTY,632.5,2026-03-24,23900.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62617,62617,NIFTY2632423850PE,NIFTY,412.35,2026-03-24,23850.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62616,62616,NIFTY2632423850CE,NIFTY,1006.9,2026-03-24,23850.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62615,62615,NIFTY2632423800PE,NIFTY,399.3,2026-03-24,23800.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62609,62609,NIFTY2632423800CE,NIFTY,702.6,2026-03-24,23800.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62608,62608,NIFTY2632423750PE,NIFTY,379.55,2026-03-24,23750.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62607,62607,NIFTY2632423750CE,NIFTY,1086.8,2026-03-24,23750.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62606,62606,NIFTY2632423700PE,NIFTY,362.15,2026-03-24,23700.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62605,62605,NIFTY2632423700CE,NIFTY,768.75,2026-03-24,23700.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62604,62604,NIFTY2632423650PE,NIFTY,342.5,2026-03-24,23650.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62602,62602,NIFTY2632423650CE,NIFTY,810.65,2026-03-24,23650.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62601,62601,NIFTY2632423600PE,NIFTY,333.2,2026-03-24,23600.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62600,62600,NIFTY2632423600CE,NIFTY,855.05,2026-03-24,23600.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62681,62681,NIFTY2632424600PE,NIFTY,734.7,2026-03-24,24600.0,0.05,65.0,OPTIDX,PE,NSE_FO
NSE_FO|62680,62680,NIFTY2632424600CE,NIFTY,263.2,2026-03-24,24600.0,0.05,65.0,OPTIDX,CE,NSE_FO
NSE_FO|62677,62677,NIFTY2632424550PE,NIFTY,735.95,2026-03-24,24550.0,0.05,65.0,OPTIDX,PE,NSE_FO
